TITLE,PLOT,POSTER,RATING,PEOPLE_RATED,JAPANESE_NAME,EPISODES,STATUS,AIRED,DURATION,POPULARITY,RANKED,CERTIFICATE,MEMBERS,FAVOURITES,PRODUCERS,LICENSORS,GENRE,STUDIOS
Bokutachi no Remake,"Life is not going well for 28-year-old Kyouya Hashiba. Having left his office job to pursue a career in the video game industry, his internship at a popular game studio abruptly ends, leaving him unemployed and forcing him to move back in with his parents. Additionally, his jealousy toward the success of the ""Platinum Generation""—a group of similarly-aged creators—has caused him to regret his decision to attend a traditional university instead of an arts college. Even though he believes there are no second chances in life, Kyouya is suddenly given one when he wakes up one day and finds himself 10 years in the past. Instead of choosing business school like he originally had, Kyouya decides to pursue his passions and attends the Oonaka University of Art. There, he meets classmate Eiko Kawasegawa, the woman who had hired him as an intern in the present, alongside his new housemates and future Platinum Generation members: underachieving artist Aki Shino, aspiring singer and actress Nanako Kogure, and naturally-gifted writer Tsurayuki Rokuonji. With each project they complete together, Kyouya and his friends venture closer to discovering their true potential as creators and remaking their lives into the ideal versions they desire. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1871/118309.jpg,7.41,"151,435 users",ぼくたちのリメイク,12,Finished Airing,"Jul 3, 2021 to Sep 25, 2021",25 min. per ep.,#688,,PG-13 - Teens 13 or older,"328,440","2,353","Studio Mausu,bilibili,Bushiroad Music,DMM pictures,Front Wing,Bushiroad Move",add some,"Drama,Romance",feel.
Bai She II: Qing She Jie Qi,"Verta must find a way to escape from the Shura City, in order to rescue her sister Blanca from the monk named Fahai. (Source: Wikipedia)",https://cdn.myanimelist.net/images/anime/1906/131996.jpg,7.41,"2,012 users",白蛇Ⅱ: 青蛇劫起,1,Finished Airing,"Jul 23, 2021",2 hr. 12 min.,#8977,,PG-13 - Teens 13 or older,"3,784",24,Alibaba Pictures,add some,"Adventure,Fantasy",Light Chaser Animation Studios
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,"A special summary episode of the second season of Sayonara Zetsubou Sensei, focusing on the girls that were not introduced in the first Zetsubou Shoujo Senshuu: Otonashi Meru, Fujiyoshi Harumi, Kaga Ai and Mitama Mayo.",https://cdn.myanimelist.net/images/anime/1874/116532.jpg,7.39,"3,143 users",さよなら絶望先生 序〜俗・絶望少女撰集〜,1,Finished Airing,"Aug 27, 2008",56 min.,#6029,,PG-13 - Teens 13 or older,"10,654",5,add some,add some,,Shaft
Tian Bao Fuyao Lu,"Having lived his entire life on Mount Taiheng, half-yao Kong Hongjun is at last presented with the chance to explore the human world. He is assigned three tasks: uncover his father's murderer, eliminate the Black Jiao and its yao tribes that have infiltrated Chang'an, and return the Heart Lamp to a descendent of the Chen family. However, on his first night in the city, the Heart Lamp is mistakenly absorbed by military general Li Jinglong. After receiving a mysterious invitation to join Chang'an's Court of Exorcism, Kong Hongjun is reunited with a disgraced Li Jinglong as his captain. Alongside a fellow yao, a noble from a foreign land, and a cowardly scholar, Kong Hongjun and Li Jinglong must work together to purge Chang'an of the yao lurking in its streets. In the meantime, Kong Hongjun also needs to hide his true identity from Li Jinglong who loathes yao—all while attempting to retrieve the Heart Lamp from his body. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1432/105225.jpg,7.40,"3,047 users",天宝伏妖录,13,Finished Airing,"Jul 5, 2020 to Sep 20, 2020",20 min. per ep.,#6514,,PG-13 - Teens 13 or older,"8,790",110,bilibili,add some,"Action,Fantasy",Sparkly Key Animation Studio
Sakura Quest,"Tired of her rural home, recent college graduate Yoshino Koharu is desperate to lead a more exciting life in Tokyo. After a fruitless job hunt, she finally receives a part-time offer as queen of the bizarre ""Kingdom of Chupakabura,"" a rundown mini-attraction in the small agricultural town of Manoyama. However, Yoshino discovers upon her arrival in Manoyama that she was mistaken for a celebrity and the job offer was a mistake. Left with no other options, Yoshino reluctantly agrees to take on the role and aid the Board of Tourism in their efforts to revitalize Manoyama. Determined to bring excitement to the dying town with the help of local residents, the queen enacts a series of projects to highlight the beauty and charm of Manoyama's culture. Sakura Quest delves into the story of a tight-knit community that is struggling to balance change while also maintaining the rich traditions and bonds which define their identity. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/85222.jpg,7.39,"46,436 users",サクラクエスト,25,Finished Airing,"Apr 6, 2017 to Sep 21, 2017",23 min. per ep.,#1497,,PG-13 - Teens 13 or older,"146,808",507,"AT-X,Houbunsha,TOHO animation,BS11,ABC Animation,Sony PCL",Funimation,"Comedy,Slice of Life",P.A. Works
Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai,"In year 74 of the Cosmic Era, the civil war raging between the earthbound Naturals and space-dwelling Coordinators comes to a close. Suffering a major setback, Kira Yamato pilots the Strike Freedom Gundam and leads the Archangel and its crew in a desperate bid to destroy the Requiem, a super-weapon intended to wipe out most human life in the universe. Alongside Kira fights his best friend and rival Athrun Zala, an ace pilot who must defend himself against the wrath of his former subordinate Shinn Asuka, pilot of the powerful Destiny Gundam. Shinn believes Athrun to be a traitor, an obstacle in the course of the universe's peaceful future. As life-or-death mobile suit brawls are waged for the fate of the galaxy, a sprawling war between humans who are incapable of understanding one another draws to its conclusion. [Written by MAL Rewrite] ",https://cdn.myanimelist.net/images/anime/4/80397.jpg,7.38,"12,559 users",機動戦士ガンダムSEED DESTINY FINAL PLUS〜選ばれた未来〜,1,Finished Airing,"Dec 25, 2005",47 min.,#4399,,R - 17+ (violence & profanity),"23,365",49,Mainichi Broadcasting System,Bandai Entertainment,"Drama,Sci-Fi",Sunrise
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,"Ten years after facing defeat in the Fourth Holy Grail War, Waver Velvet, now Lord El-Melloi II, teaches classes at the Clock Tower—the center of education for mages. However, his new status as Lord comes with a caveat: obey the orders of Reines, the younger sister of the deceased Kayneth El-Melloi, until she is old enough to rule the House of El-Melloi. Waver, along with his mysterious apprentice Gray, takes on a series of cases assigned by Reines and the Mages Association. With each case proving to be more complex than the last, could there be more to the Clock Tower than meets the eye, and what secrets does Reines hide? [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1107/111530.jpg,7.38,"62,104 users",ロード・エルメロイⅡ世の事件簿 -魔眼蒐集列車 Grace note-,13,Finished Airing,"Jul 7, 2019 to Sep 29, 2019",23 min. per ep.,#1479,,R - 17+ (violence & profanity),"148,867",419,"Aniplex,Notes",Aniplex of America,"Fantasy,Mystery,Supernatural",TROYCA
Inu x Boku SS,"Ririchiyo Shirakiin is the sheltered daughter of a renowned family. With her petite build and wealthy status, Ririchiyo has been a protected and dependent girl her entire life, but now she has decided to change all that. However, there is just one problem—the young girl has a sharp tongue she can't control, and terrible communication skills. With some help from a childhood friend, Ririchiyo takes up residence in Maison de Ayakashi, a secluded high-security apartment complex that, as the unsociable 15-year-old soon discovers, is home to a host of bizarre individuals. Furthermore, their quirky personalities are not the strangest things about them: each inhabitant of the Maison de Ayakashi, including Ririchiyo, is actually half-human, half-youkai. But Ririchiyo's troubles have only just begun. As a requirement of staying in her new home, she must be accompanied by a Secret Service agent. Ririchiyo's new partner, Soushi Miketsukami, is handsome, quiet... but ridiculously clingy and creepily submissive. With Soushi, her new supernatural neighbors, and the beginning of high school, Ririchiyo definitely seems to have a difficult path ahead of her. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1760/98794.jpg,7.38,"232,812 users",妖狐×僕SS,12,Finished Airing,"Jan 13, 2012 to Mar 30, 2012",24 min. per ep.,#425,,PG-13 - Teens 13 or older,"496,556","3,226","Aniplex,Square Enix,Mainichi Broadcasting System,Movic",Sentai Filmworks,"Comedy,Romance,Supernatural",David Production
Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,"The movie begins with Fuyuki Hinata and the Keroro Platoon exploring an abandoned temple in the mountaintop city of Machu Picchu in Peru. While on the exploration, Keroro accidentally sets off a trap, and by chance they find a hidden chamber with a large blue crystal in the center, on a stand that has a key in it. Keroro leans on the key, causing the room to activate a mysterious machine, this caused the entire temple to shake. As soon as the group realized what was happening, they run out of the room. While running, Keroro accidentally loses his Kero Ball while Fuyuki catches a fleeting glimpse of a glowing young woman as he is running out, and tells Keroro that there was a girl in the room, but he is forced to leave the room before he can say anything else. The group successfully escapes, while the girl (now sprouting a pair of glowing wings) watches them leave - while back in the chamber, something is growing within the crystal... (Source: AniDB) ",https://cdn.myanimelist.net/images/anime/1558/98560.jpg,7.38,"2,451 users",超劇場版ケロロ軍曹3 ケロロ対ケロロ 天空大決戦であります！,1,Finished Airing,"Mar 1, 2008",1 hr. 35 min.,#8024,,PG - Children,"5,275",14,Kadokawa Pictures Japan,add some,"Comedy,Sci-Fi",Sunrise
Joshiraku OVA,OVA episode bundled with fifth volume of manga.,https://cdn.myanimelist.net/images/anime/8/50549.jpg,7.38,"10,927 users",じょしらく,1,Finished Airing,"Feb 8, 2013",23 min.,#4448,,PG-13 - Teens 13 or older,"22,717",7,add some,add some,,J.C.Staff
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou","In the distant past, a war between humans and demons brought about widespread chaos and bloodshed. To put an end to this seemingly endless conflict, Demon King Anos Voldigoad willingly sacrificed his life, hoping to be reborn in a peaceful future. In preparation for their king's return, the demon race created the Demon King Academy, an elite institution tasked with determining Anos' identity when he reawakens. He reincarnates two millennia later, but to his surprise, he soon learns that the level of magic in the world has drastically waned during his absence. Moreover, when he enrolls at the academy to reclaim his rightful title, he finds out that demonkind remembers him differently. His personality, his deeds, and even his legacy are all falsified—masked beneath the name of an impostor. This ""lack"" of common knowledge renders him the academy's outlier—a misfit never before seen in history. Despite these drawbacks, Anos remains unfazed. As he sets out to uncover those altering his glorious past, he takes it upon himself to make his descendants recognize that their ruler has finally returned. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1126/108573.jpg,7.37,"450,814 users",魔王学院の不適合者 ～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～,13,Finished Airing,"Jul 4, 2020 to Sep 26, 2020",23 min. per ep.,#240,,R - 17+ (violence & profanity),"762,417","5,743","Aniplex,Movic,AT-X,Studio Mausu,Tokyo MX,Q-Tec,Docomo Anime Store,Medicos Entertainment,BS11,Contents Seed,Kadokawa,ADK Marketing Solutions",Aniplex of America,"Action,Fantasy",SILVER LINK.
Mikakunin de Shinkoukei,"Just an ordinary teenager, Kobeni Yonomori receives quite the surprise on her 16th birthday—a fiancé and a sister-in-law she never even knew she had. As a result of an arrangement that her late grandfather made, Hakuya Mitsumine and his younger sister Mashiro have moved from their countryside home to the Yonomori household in order to deepen their relationship with their new family members. Mikakunin de Shinkoukei follows Kobeni's ""love life"" with Hakuya as she tries her best to adjust to the abrupt changes forced upon her. However, as some extraordinary secrets regarding the siblings come to light, Kobeni will find her life changed forever. [Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/75249.jpg,7.37,"180,732 users",未確認で進行形,12,Finished Airing,"Jan 9, 2014 to Mar 27, 2014",23 min. per ep.,#567,,PG-13 - Teens 13 or older,"388,233","1,217","Sotsu,DAX Production,TOHO animation,RAY,Ichijinsha",Sentai Filmworks,"Comedy,Romance,Supernatural",Doga Kobo
